,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
229,2.41212581920519e-160,1.81103476751188,0.388,0.204,5.61735860776504e-156,9,H2-M2
230,0,1.80333924412748,0.996,0.774,0,9,Lyst
231,0,1.77066982585571,0.988,0.704,0,9,Tbc1d4
232,3.01541141929617e-295,1.72978176086351,0.569,0.134,7.02229011325691e-291,9,Gm33843
233,0,1.59929634605985,0.988,0.659,0,9,Adam23
234,0,1.57599964641681,0.89,0.374,0,9,H2-Eb2
235,1.11067812363115e-296,1.57360172251961,0.889,0.47,2.58654721431221e-292,9,Adgrg6
236,4.12743523395383e-257,1.44322729352382,0.751,0.324,9.61197117283168e-253,9,Cd86
237,8.31375578507665e-204,1.42049540419892,0.832,0.544,1.93610744722865e-199,9,Gpr183
238,1.83389232160148e-264,1.39097164626716,0.927,0.63,4.27076843854553e-260,9,Kynu
239,1.89822491460436e-318,1.38525220794386,0.972,0.77,4.42058618113064e-314,9,Ddhd1
240,4.12633597423585e-164,1.33007400256369,0.73,0.349,9.60941121680045e-160,9,Gm42601
241,3.73340474511735e-246,1.25073644878757,0.688,0.277,8.69435297042929e-242,9,Haus8
242,6.83886885874611e-185,1.21536914881123,0.533,0.174,1.59263577982479e-180,9,Crispld2
243,1.07198882105046e-226,1.16576479896341,0.596,0.184,2.49644756646231e-222,9,Ptpro
244,2.86435962421083e-259,1.13011410048149,0.974,0.738,6.67052069286219e-255,9,Traf1
245,3.93476956872867e-209,1.12661070101784,0.329,0.031,9.16329137165533e-205,9,Scn3a
246,5.90765517844105e-290,1.10792838423886,0.467,0.07,1.37577473795535e-285,9,Gm47922
247,2.31095429511574e-221,1.08561220901506,0.495,0.12,5.38175036246553e-217,9,Lpar3
248,4.85307257283003e-214,1.06547610158815,0.748,0.403,1.13018354076066e-209,9,Flvcr1
249,4.82430234439837e-190,1.05820366874311,0.607,0.186,1.12348352996349e-185,9,Gm32509
250,6.11220858503993e-206,1.05179674557193,0.484,0.138,1.4234111352841e-201,9,Slamf6
251,0,3.38000008708379,0.999,0.625,0,10,Txndc17
252,0,2.96373111601183,0.999,0.78,0,10,Txn1
253,0,2.65441342891767,0.985,0.817,0,10,AW112010
254,0,2.61260990796063,0.968,0.683,0,10,Ccl5
255,0,2.4506795273251,0.953,0.707,0,10,Tagln2
256,0,2.33597856981651,0.973,0.772,0,10,Tspo
257,0,2.31086342034234,0.856,0.407,0,10,Aldh1a2
258,0,2.27356309692384,0.999,0.958,0,10,Ftl1
259,0,2.24686451882641,0.952,0.827,0,10,Gas5
260,0,2.14190010978849,1,0.94,0,10,Calm1
261,0,2.12123581195115,0.847,0.431,0,10,Glipr2
262,0,2.10606940310176,0.943,0.61,0,10,Plaat3
263,0,2.06692963538766,0.968,0.78,0,10,Psma7
264,0,2.00463087635517,0.996,0.961,0,10,Ubb
265,0,1.94810839841223,0.999,0.835,0,10,Psme2
266,0,1.91532061211581,0.771,0.293,0,10,Insl6
267,0,1.87410680828776,0.984,0.859,0,10,Brk1
268,0,1.86006134641754,1,0.875,0,10,Psme1
269,0,1.85883446018311,0.84,0.379,0,10,Zmynd15
270,0,1.84561402767669,0.973,0.559,0,10,Cd63
271,1.10531295351644e-303,1.84560943856264,0.796,0.437,2.57405280614909e-299,10,Idi1
272,0,1.82871748021256,0.901,0.649,0,10,Cstb
273,0,1.8066636147796,0.967,0.836,0,10,Sri
274,0,1.79619888099155,0.998,0.942,0,10,Sub1
275,0,1.76013725985191,0.991,0.891,0,10,Atp6v0e
276,0,1.75489894583232,0.994,0.607,0,10,Serpinb6b
277,0,1.74649722808896,0.976,0.808,0,10,Bcl2a1b
278,0,1.74290974371537,0.938,0.714,0,10,Atpif1
279,0,1.71299379512799,0.634,0.18,0,10,Rhoc
280,0,1.70602629240041,0.869,0.539,0,10,Mthfd2
281,0,5.53654331911928,0.741,0.396,0,11,Gm26917
282,0,2.02735424428265,0.727,0.547,0,11,Cacnb3
283,0,1.93335920212044,0.952,0.999,0,11,Gm42418
284,0,1.75780107370981,0.415,0.434,0,11,Lars2
285,8.60623784442595e-239,1.6375215229193,1,0.972,2.00422066920992e-234,11,Malat1
286,0,1.6365330799253,0.782,0.923,0,11,Cmss1
287,1.37281368713505e-247,1.5584128425945,0.675,0.526,3.19700851460011e-243,11,Slc4a8
288,0,1.54102140129038,0.727,0.726,0,11,Neat1
289,0,1.39461851585522,0.862,0.983,0,11,AY036118
290,0,1.27770934173787,0.344,0.346,0,11,Wdr91
291,7.41666073860026e-211,1.27142929526626,0.855,0.775,1.72719195280523e-206,11,Tbc1d8
292,0,1.26404760917492,0.436,0.587,0,11,Fbrsl1
293,2.08277187873939e-167,1.25471581434172,0.789,0.634,4.85035915120829e-163,11,Mreg
294,0,1.25177657629576,0.371,0.383,0,11,Adcy6
295,0,1.23513505796313,0.476,0.589,0,11,Map3k14
296,0,1.19894479506305,0.529,0.738,0,11,Arhgap45
297,3.25595522031805e-220,1.19404891906853,0.151,0.098,7.58246851707667e-216,11,Tnf
298,3.30460625305906e-194,1.18894895752038,0.589,0.574,7.69576704212394e-190,11,Arhgap22
299,0,1.18762593849367,0.499,0.596,0,11,Adap1
